nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
JOÃO RIBEIRO,JOÃO BATISTA DE JESUS RIBEIRO,1954-06-25,2013-12-18,5204805,GO,74190,Masculino,50,51,,
CARLOS MENDES,Carlos Hassel Mendes da Silva,1952-03-01,,5205406,GO,74020,Masculino,50,50,,
BARBOSA NETO,SEBASTIÃO AUGUSTO BARBOSA NETO,1964-02-03,,5208707,GO,73663,Masculino,50,52,,
EUDORO PEDROZA,Eudoro Guilherme Zacharias Pedroza,1941-03-24,2015-10-03,5208707,GO,74116,Masculino,50,50,,
EMERSON OLAVO PIRES,Emerson Serpa Pires,1971-02-11,,5208707,GO,74098,Masculino,50,50,,
ANTÔNIO JOAQUIM,ANTONIO JOAQUIM MORAES RODRIGUES NETO,1956-01-01,,5208707,GO,73646,Masculino,50,51,,
RUBENS COSAC,Rubens Edreira Cosac,1946-03-04,2017-03-18,5210109,GO,73675,Masculino,50,50,,
PEDRO WILSON,PEDRO WILSON GUIMARÃES,1942-02-24,,5212907,GO,73673,Masculino,50,53,,
MARCONI PERILLO,Marconi Ferreira Perillo Júnior,1963-03-07,,5215702,GO,73668,Masculino,50,50,,
WIGBERTO TARTUCE,WIGBERTO FERREIRA TARTUCE,1947-03-16,,5218805,GO,73661,Masculino,50,51,,
HELENILDO RIBEIRO,JOSÉ HELENILDO RIBEIRO MONTEIRO,1946-09-28,2006-12-21,,PE,73582,Masculino,51,52,,
Rodrigo Maia,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,1970-06-12,,,,74693,Masculino,51,56,,
ALMERINDA DE CARVALHO,ALMERINDA FILGUEIRAS DE CARVALHO,1952-01-17,,,RJ,74675,Feminino,51,52,,
JAVIER ALFAYA,FRANCISCO JAVIER ULPIANO ALFAYA RODRIGUEZ,1956-07-31,,,,73918,Masculino,51,51,,
LAVOISIER MAIA,LAVOISIER MAIA SOBRINHO,1928-10-09,2021-10-11,,PB,74463,Masculino,51,52,,
CARLOS CURY,CARLOS JORGE CURY MANSILLA,1957-06-02,,1100080,RO,73583,Masculino,51,51,,
ILDEFONÇO CORDEIRO,ILDEFONÇO RODRIGUES CORDEIRO,1945-12-20,2002-08-30,1200203,AC,74362,Masculino,51,51,,
CLOVIS QUEIROZ,CLOVIS CORREA DE QUEIROZ,1951-03-05,,1200203,AC,73833,Masculino,51,51,,
DR. GOMES,FRANCISCO DO NASCIMENTO GOMES,1956-09-08,,1200203,AC,73828,Masculino,51,51,,
MARCOS AFONSO,MARCOS AFONSO PONTES DE SOUZA,1962-04-02,2022-09-16,1200401,AC,74364,Masculino,51,51,,
HILDEBRANDO PASCOAL,HILDEBRANDO PASCOAL NOGUEIRA NETO,1952-01-17,,1200401,AC,74361,Masculino,51,51,,
Silas Câmara,SILAS CÂMARA,1962-12-15,,1200401,AC,74356,Masculino,51,57,,
NILSON MOURÃO,NILSON MOURA LEITE MOURÃO,1952-04-01,,1200609,AC,74365,Masculino,51,53,,
MEDEIROS,LUIZ ANTONIO DE MEDEIROS NETO,1948-01-23,,1301407,AM,74786,Masculino,51,52,,
FRANCISCO GARCIA,FRANCISCO GARCIA RODRIGUES,1948-12-30,,1302603,AM,74355,Masculino,51,52,,
JURANDIL JUAREZ,JURANDIL DOS SANTOS JUAREZ,1950-03-12,,1500305,PA,74346,Masculino,51,53,,
Nilson Pinto,NILSON PINTO DE OLIVEIRA,1952-03-25,,1501402,PA,74352,Masculino,51,56,,
ZENALDO COUTINHO,ZENALDO RODRIGUES COUTINHO JÚNIOR,1961-02-04,,1501402,PA,74354,Masculino,51,54,,
EDUARDO SEABRA,EDUARDO SEABRA DA COSTA,1951-09-15,,1501402,PA,74344,Masculino,51,52,,
BADU PICANÇO,HILDEMAR SOUZA DE AZEVEDO PICANÇO,1963-01-24,,1501402,PA,74342,Masculino,51,52,,
JORGE COSTA,JORGE NETTO DA COSTA,1931-09-03,2005-01-05,1502202,PA,74350,Masculino,51,51,,
DR. BENEDITO DIAS,BENEDITO DIAS DE CARVALHO,1957-12-01,,1502509,PA,74343,Masculino,51,52,,
BABÁ,JOÃO BATISTA OLIVEIRA DE ARAUJO,1953-10-31,,1503002,PA,74349,Masculino,51,52,,
DEUSDETH PANTOJA,DEUSDETH ANTÔNIO CORREA PANTOJA,1946-11-03,,1503309,PA,74347,Masculino,51,51,,
EVANDRO MILHOMEN,EVANDRO COSTA MILHOMEN,1962-04-21,,1600303,AP,74345,Masculino,51,54,,
HAROLDO BEZERRA,HAROLDO COSTA BEZERRA,1946-09-30,,1600402,AP,73691,Masculino,51,51,,
RICARDO NORONHA,JOÃO RICARDO NORONHA DA SILVA,1958-06-22,2020-10-09,1702109,TO,73580,Masculino,51,51,,
THEMÍSTOCLES SAMPAIO,THEMÍSTOCLES DE SAMPAIO PEREIRA,1921-11-12,2013-05-24,1707405,TO,74461,Masculino,51,53,,
RAINEL BARBOSA,RAINEL BARBOSA ARAÚJO,1961-06-04,,1718204,TO,73593,Masculino,51,51,,
JOSÉ ANTONIO ALMEIDA,JOSE ANTONIO FIGUEIREDO DE ALMEIDA SILVA,1954-03-27,,2111300,MA,74446,Masculino,51,51,,
PEDRO FERNANDES,PEDRO FERNANDES RIBEIRO,1949-03-02,,2111300,MA,74449,Masculino,51,55,,
FRANCISCO SOUSA,FRANCISCO RODRIGUES DE SOUSA,1954-07-09,,2112209,MA,73597,Masculino,51,51,,
WELLINGTON DIAS,JOSÉ WELLINGTON BARROSO DE ARAÚJO DIAS,1962-03-05,,2207009,PI,74462,Masculino,51,51,,
ROBERTO JOHN,ROBERTO JOHN GONÇALVES DA SILVA,1952-06-06,,2208502,PI,73912,Masculino,51,51,,
MARCELO CASTRO,MARCELO COSTA E CASTRO,1950-06-09,,2210607,PI,74460,Masculino,51,55,,
GESSIVALDO ISAIAS,GESSIVALDO ISAIAS DE CARVALHO SILVA,1969-01-08,,2211001,PI,72553,Masculino,51,51,,
GUILHERME MELO,GUILHERME CAVALCANTE DE MELO,1952-06-25,2021-04-21,2211001,PI,73913,Masculino,51,51,,
LEO ALCÂNTARA,LEONARDO ROSARIO DE ALCÂNTARA,1972-12-05,,2304400,CE,74455,Masculino,51,53,,
SÉRGIO NOVAIS,ALUISIO SÉRGIO NOVAIS ELEUTÉRIO,1956-11-05,,2304400,CE,74458,Masculino,51,51,,
CHIQUINHO FEITOSA,FRANCISCO FEITOSA DE ALBUQUERQUE LIMA,1964-07-03,,2304400,CE,74453,Masculino,51,51,,
ANTÔNIO JOSÉ MOTA,ANTONIO JOSÉ PORTO MOTA,1967-06-11,,2304400,CE,73589,Masculino,51,51,,
ADOLFO MARINHO,ADOLFO DE MARINHO PONTES,1944-10-10,,2304400,CE,74450,Masculino,51,51,,
MAURO BENEVIDES,CARLOS MAURO CABRAL BENEVIDES,1930-03-21,,2304400,CE,73588,Masculino,51,55,,
CRESCÊNCIO PEREIRA JR.,LUIZ CRESCÊNCIO PEREIRA JUNIOR,1958-01-25,,2304400,CE,73832,Masculino,51,51,,
VALDECI PAIVA,ANTÔNIO VALDECI DE PAIVA,1953-05-16,2003-01-24,2305209,CE,74691,Masculino,51,51,,
Eunício Oliveira,EUNÍCIO LOPES DE OLIVEIRA,1952-09-30,,2307502,CE,74454,Masculino,51,57,,
ALMEIDA DE JESUS,FRANCISCO ALMEIDA LIMA,1959-01-08,2023-05-27,2307601,CE,74451,Masculino,51,52,,
JOSÉ ALEKSANDRO,JOSÉ ALEKSANDRO DA SILVA,1965-07-06,,2310803,CE,73587,Masculino,51,51,,
ANTONIO CAMBRAIA,ANTONIO ELBANO CAMBRAIA,1942-08-01,,2312700,CE,74452,Masculino,51,52,,
MANOEL SALVIANO,MANOEL SALVIANO SOBRINHO,1939-09-24,,2314003,CE,74456,Masculino,51,54,,
VIVALDO COSTA,VIVALDO SILVINO DA COSTA,1939-11-01,,2402006,RN,73915,Masculino,51,51,,
SALOMÃO GURGEL,SALOMÃO GURGEL PINHEIRO,1948-09-10,,2405207,RN,73690,Masculino,51,51,,
MÚCIO SÁ,MÚCIO GURGEL DE SÁ,1952-04-05,,2408003,RN,74464,Masculino,51,52,,
NORBERTO TEIXEIRA,NORBERTO JOSE TEIXEIRA,1954-08-09,,2412708,RN,74811,Masculino,51,51,,
AVENZOAR ARRUDA,JOSÉ AVENZOAR ARRUDA DAS NEVES,1962-04-13,,2502409,PB,74465,Masculino,51,51,,
DR. EVILÁSIO,EVILÁSIO CAVALCANTE DE FARIAS,1952-02-06,,2503100,PB,74705,Masculino,51,52,,
Damião Feliciano,DAMIÃO FELICIANO DA SILVA,1952-04-28,,2504009,PB,74467,Masculino,51,57,,
DR. HELENO,HELENO AUGUSTO DE LIMA,1940-04-25,,2504009,PB,74680,Masculino,51,52,,
DOMICIANO CABRAL,JOSÉ DOMICIANO CABRAL,1955-03-16,,2507507,PB,74468,Masculino,51,52,,
CARLOS DUNGA,CARLOS MARQUES DUNGA,1945-12-07,,2512101,PB,74466,Masculino,51,52,,
INALDO LEITÃO,INALDO ROCHA LEITÃO,1951-11-04,,2516201,PB,74469,Masculino,51,52,,
Luiza Erundina,LUIZA ERUNDINA DE SOUSA,1934-11-30,,2516904,PB,74784,Feminino,51,57,,
JOEL DE HOLLANDA,JOEL DE HOLLANDA CORDEIRO,1943-04-01,,2601201,PE,73575,Masculino,51,52,,
CARLOS BATATA,ANTÔNIO CARLOS VIEIRA DOS SANTOS,1959-06-13,,2606002,PE,74473,Masculino,51,52,,
DJALMA PAES,DJALMA SOUTO MAIOR PAES JÚNIOR,1955-05-02,,2606101,PE,74476,Masculino,51,51,,
JOAQUIM BRITO,JOAQUIM ANTONIO DE CARVALHO BRITO,1955-03-04,,2610905,PE,73590,Masculino,51,51,,
CLEMENTINO COELHO,CLEMENTINO DE SOUZA COELHO,1954-07-18,,2611606,PE,74475,Masculino,51,51,,
NICE LOBÃO,NICE LOBÃO,1936-10-29,,2611606,PE,74447,Feminino,51,54,,
PEDRO EUGÊNIO,PEDRO EUGÊNIO DE CASTRO TOLEDO CABRAL,1949-03-29,2015-04-20,2611606,PE,74556,Masculino,51,54,,
MARCOS DE JESUS,MARCOS ANTÔNIO DE BARROS,1958-10-24,,2611606,PE,74479,Masculino,51,52,,
CARLOS EDUARDO CADOCA,CARLOS EDUARDO CINTRA DA COSTA PEREIRA,1940-04-23,2020-12-13,2611606,PE,74474,Masculino,51,55,,
ARMANDO MONTEIRO,ARMANDO DE QUEIROZ MONTEIRO NETO,1952-02-24,,2611606,PE,74472,Masculino,51,53,,
RICARDO MARANHÃO,RICARDO MOURA DE ALBUQUERQUE MARANHÃO,1943-11-25,,2611606,PE,73578,Masculino,51,51,,
ZÉ ÍNDIO,JOSE FERREIRA DO NASCIMENTO,1937-11-19,2019-01-13,2611606,PE,74798,Masculino,51,51,,
Luciano Bivar,LUCIANO CALDAS BIVAR,1944-11-29,,2611606,PE,74478,Masculino,51,57,,
André de Paula,ANDRÉ CARLOS ALVES DE PAULA FILHO,1961-07-22,,2611606,PE,74471,Masculino,51,56,,
JOÃO CALDAS,JOÃO CALDAS DA SILVA,1960-06-24,,2703007,AL,74559,Masculino,51,54,,
REGIS CAVALCANTE,JOSÉ REGIS BARROS CAVALCANTE,1954-09-03,,2704302,AL,74560,Masculino,51,51,,
JORGE ALBERTO,JORGE ALBERTO TELES PRADO,1953-04-04,,2800308,SE,74563,Masculino,51,53,,
AUGUSTO FRANCO,AUGUSTO DO PRADO FRANCO NETO,1971-03-26,,2800308,SE,74561,Masculino,51,51,,
IVAN PAIXÃO,JOSÉ IVAN DE CARVALHO PAIXÃO,1952-04-20,2019-06-01,2801009,SE,74562,Masculino,51,52,,
TÂNIA SOARES,TANIA SOARES DE SOUSA,1963-01-09,,2802106,SE,73687,Feminino,51,51,,
Alberto Fraga,JOÃO ALBERTO FRAGA SILVA,1956-06-02,,2802106,SE,73579,Masculino,51,57,,
GIVALDO CARIMBÃO,GIVALDO DE SÁ GOUVEIA,1957-10-14,,2803104,SE,74558,Masculino,51,55,,
SÉRGIO REIS,ARTUR SÉRGIO DE ALMEIDA REIS,1974-08-18,,2803500,SE,74564,Masculino,51,51,,
SAULO PEDROSA,SAULO PEDROSA DE ALMEIDA,1941-04-05,,2903201,BA,74575,Masculino,51,51,,
NILO COELHO,NILO AUGUSTO MORAES COELHO,1943-04-01,,2911709,BA,74572,Masculino,51,51,,
GERALDO SIMÕES,GERALDO SIMÕES DE OLIVEIRA,1953-11-13,,2914802,BA,74566,Masculino,51,54,,
MAGNO MALTA,MAGNO PEREIRA MALTA,1957-10-16,,2919702,BA,74672,Masculino,51,51,,
ARISTON ANDRADE,ARISTON CORREIA ANDRADE,1942-11-09,,2921500,BA,73681,Masculino,51,51,,
CLEUBER CARNEIRO,CLEUBER BRANDÃO CARNEIRO,1940-01-27,2024-04-15,2923704,BA,74578,Masculino,51,52,,
JOSÉ RONALDO,JOSÉ RONALDO DE CARVALHO,1951-07-18,,2923803,BA,74569,Masculino,51,51,,
PAULO RANGEL,PAULO FERNANDO RANGEL DE LIMA,1961-03-07,,2924009,BA,73914,Masculino,51,51,,
RENILDO LEAL,RENILDO LEAL SANTOS,1965-08-13,,2925501,BA,74353,Masculino,51,51,,
YVONILTON GONÇALVES,YVONILTON BORGES GONÇALVES,1958-06-22,,2927408,BA,73573,Masculino,51,51,,
Nelson Pellegrino,NELSON VICENTE PORTELA PELLEGRINO,1960-12-27,,2927408,BA,74571,Masculino,51,56,,
PAULO BRAGA,PAULO ROBERTO LUZ BRAGA,1946-10-07,,2927408,BA,74573,Masculino,51,51,,
GERSON GABRIELLI,GERSON SILVA GABRIELLI,1949-08-21,,2927408,BA,74567,Masculino,51,52,,
Paulo Magalhães,PAULO SÉRGIO PARANHOS DE MAGALHÃES,1952-11-28,,2927408,BA,74574,Masculino,51,57,,
JONIVAL LUCAS JUNIOR,JONIVAL LUCAS DA SILVA JUNIOR,1967-01-31,,2929602,BA,74568,Masculino,51,52,,
JOÃO BARROS,JOÃO BARROS FILHO,1931-03-23,,3103009,MG,73919,Masculino,51,51,,
EULER MORAIS,EULER LAZARO DE MORAIS,1949-06-02,,3103801,MG,74807,Masculino,51,51,,
CABO JÚLIO,JÚLIO CÉSAR GOMES DOS SANTOS,1970-05-19,,3106200,MG,74577,Masculino,51,52,,
GLYCON TERRA PINTO,GLYCON TERRA PINTO JUNIOR,1962-10-02,,3106200,MG,74582,Masculino,51,51,,
Lincoln Portela,LINCOLN DINIZ PORTELA,1953-11-03,,3106200,MG,74585,Masculino,51,57,,
RAFAEL GUERRA,JOSÉ RAFAEL GUERRA PINTO COELHO,1943-03-29,,3106200,MG,74590,Masculino,51,53,,
CUSTÓDIO MATTOS,CUSTÓDIO ANTÔNIO DE MATTOS,1948-04-03,,3106903,MG,74579,Masculino,51,53,,
GILMAR MACHADO,GILMAR ALVES MACHADO,1961-11-06,,3115003,MG,74581,Masculino,51,54,,
NILTON CAPIXABA,NILTON BALBINO,1960-02-09,,3120839,MG,74359,Masculino,51,55,,
MARIA DO CARMO LARA,MARIA DO CARMO LARA PERPÉTUO,1954-08-18,,3124104,MG,74586,Feminino,51,53,,
FRANCISTÔNIO PINTO,FRANCISTÔNIO ALVES PINTO,1943-10-07,2010-02-16,3125606,MG,74565,Masculino,51,51,,
JOSÉ MILITÃO,JOSÉ MILITÃO COSTA,1942-05-13,,3129707,MG,74584,Masculino,51,52,,
MARIA LÚCIA CARDOSO,MARIA LÚCIA CARDOSO,1958-11-27,,3135308,MG,74587,Feminino,51,53,,
JORGE PINHEIRO,JORGE DOS REIS PINHEIRO,1966-10-12,,3136702,MG,73569,Masculino,51,54,,
RICARDO BERZOINI,RICARDO JOSÉ RIBEIRO BERZOINI,1960-02-10,,3136702,MG,74793,Masculino,51,54,,
Júlio Delgado,JÚLIO CÉSAR DELGADO,1966-11-18,,3136702,MG,73586,Masculino,51,56,,
MAGELA,GERALDO MAGELA PEREIRA,1956-12-26,,3148004,MG,74802,Masculino,51,54,,
ROMEU QUEIROZ,ROMEU FERREIRA DE QUEIROZ,1948-11-09,,3148103,MG,74591,Masculino,51,52,,
Rui Falcão,RUI GOETHE DA COSTA FALCÃO,1943-11-26,,3151404,MG,73604,Masculino,51,57,,
RONALDO VASCONCELLOS,RONALDO VASCONCELLOS NOVAIS,1950-04-23,,3152105,MG,74592,Masculino,51,52,,
WALFRIDO MARES GUIA,WALFRIDO SILVINO DOS MARES GUIA NETO,1942-11-24,,3157203,MG,74668,Masculino,51,51,,
OLIMPIO PIRES,OLÍMPIO PIRES GUERRA,1933-06-10,2003-11-14,3158003,MG,74588,Masculino,51,51,,
JOÃO MAGNO,JOÃO MAGNO DE MOURA,1960-08-05,,3161601,MG,73572,Masculino,51,52,,
ZEZÉ PERRELLA,JOSÉ PERRELLA DE OLIVEIRA COSTA,1957-02-22,,3161809,MG,74669,Masculino,51,51,,
PEDRO CELSO,PEDRO CELSO,1958-12-07,,3168903,MG,74805,Masculino,51,51,,
RICARDO FERRAÇO,RICARDO DE REZENDE FERRAÇO,1963-08-17,,3201209,ES,74674,Masculino,51,51,,
JOSÉ CARLOS ELIAS,JOSÉ CARLOS ELIAS,1954-06-01,,3202801,ES,74671,Masculino,51,52,,
JOSÉ CARLOS FONSECA JR.,JOSÉ CARLOS DA FONSECA JÚNIOR,1960-03-02,,3205309,ES,74670,Masculino,51,51,,
LUIZ SÉRGIO,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,1958-04-09,,3300100,RJ,74688,Masculino,51,55,,
CARLOS NADER,CARLOS FREDERICO THEODORO NADER,1965-09-21,,3300407,RJ,73825,Masculino,51,52,,
CORNÉLIO RIBEIRO,CORNÉLIO RIBEIRO,1948-05-25,,3301207,RJ,74677,Masculino,51,51,,
PAULO LESSA,PAULO JOSÉ TAVARES LESSA,1960-06-20,,3301405,RJ,73829,Masculino,51,51,,
MIRIAM REID,MIRIAM SANTOS MANCEBO REID,1957-06-15,,3302403,RJ,74690,Feminino,51,52,,
REINALDO GRIPP,REINALDO GRIPP LOPES,1952-02-11,,3303203,RJ,73693,Masculino,51,52,,
JOÃO SAMPAIO,JOÃO CARLOS DE ALMEIDA SAMPAIO,1941-05-24,2011-08-13,3303302,RJ,74685,Masculino,51,51,,
NILMAR RUIZ,NILMAR GAVINO RUIZ,1956-02-05,,3304557,RJ,73594,Feminino,51,54,,
ANGELA GUADAGNIN,ANGELA MORAES GUADAGNIN,1948-04-08,,3304557,RJ,74699,Feminino,51,52,,
WANDERVAL SANTOS,VANDERVAL LIMA DOS SANTOS,1956-10-09,,3304557,RJ,74702,Masculino,51,52,,
EDUARDO PAES,EDUARDO DA COSTA PAES,1969-11-14,,3304557,RJ,74683,Masculino,51,52,,
EBER SILVA,EBER SILVA,1949-12-03,,3304557,RJ,74682,Masculino,51,51,,
DINO FERNANDES,ITANILDES ORLANDO FERNANDES,1950-08-07,,3304557,RJ,74679,Masculino,51,51,,
CORONEL GARCIA,JOSÉ MAURÍCIO RODRIGUES GARCIA,1956-09-27,2000-11-15,3304557,RJ,74678,Masculino,51,51,,
LUISINHO,LUIS EDUARDO ALMEIDA DE OLIVEIRA,1964-02-14,,3304557,RJ,74687,Masculino,51,51,,
CARLOS RODRIGUES,CARLOS ALBERTO RODRIGUES PINTO,1957-10-04,,3304557,RJ,74676,Masculino,51,52,,
MATTOS NASCIMENTO,MATUSAEL DO NASCIMENTO,1954-06-02,,3304557,RJ,74689,Masculino,51,51,,
OLIVEIRA FILHO,BERNARDINO BARRETO DE OLIVEIRA,1957-04-15,,3304557,RJ,73464,Masculino,51,54,,
REGINALDO GERMANO,REGINALDO DA SILVA GERMANO,1954-09-21,,3304557,RJ,73574,Masculino,51,52,,
WANDERLEY MARTINS,VANDERLEY MARTINS DE BRITO,1950-12-12,,3304904,RJ,74695,Masculino,51,51,,
IÉDIO ROSA,IEDIO ROSA DA SILVA,1942-11-10,,3305208,RJ,74684,Masculino,51,51,,
LUIZ RIBEIRO,LUIZ ANTONIO DANTAS RIBEIRO,1954-04-16,,3305802,RJ,74681,Masculino,51,51,,
CELSO JACOB,CELSO ALENCAR RAMOS JACOB,1957-01-19,,3306008,RJ,73568,Masculino,51,55,,
PAULO BALTAZAR,PAULO CÉSAR BALTAZAR DA NÓBREGA,1949-11-25,,3306206,RJ,74692,Masculino,51,52,,
CHICO SARDELLI,FRANCISCO ANTONIO SARDELLI,1956-06-26,,3501608,SP,73595,Masculino,51,52,,
XICO GRAZIANO,FRANCISCO GRAZIANO NETO,1953-01-15,,3503307,SP,74797,Masculino,51,52,,
CELSO GIGLIO,CELSO ANTONIO GIGLIO,1941-02-19,2017-07-11,3509502,SP,74703,Masculino,51,51,,
PROFESSOR LUIZINHO,LUIZ CARLOS DA SILVA,1955-04-18,,3510005,SP,74792,Masculino,51,52,,
Tadeu Filippelli,NELSON TADEU FILIPPELLI,1949-05-11,,3511102,SP,74806,Masculino,51,56,,
JOSÉ ROBERTO BATOCHIO,JOSE ROBERTO BATOCHIO,1944-04-17,,3514106,SP,74794,Masculino,51,51,,
WILSON SANTOS,WILSON PEREIRA DOS SANTOS,1961-08-26,,3514403,SP,74801,Masculino,51,52,,
JULIO SEMEGHINI,JULIO FRANCISCO SEMEGHINI NETO,1956-07-25,,3515509,SP,74783,Masculino,51,54,,
MARCIO BITTAR,MÁRCIO MIGUEL BITTAR,1963-06-28,,3516200,SP,74363,Masculino,51,54,,
JOSUÉ BENGTSON,JOSUÉ BENGTSON,1944-05-27,,3517000,SP,74351,Masculino,51,55,,
ORLANDO FANTAZZINI,ORLANDO FANTAZZINI NETO,1958-09-14,,3518800,SP,73603,Masculino,51,52,,
KINCAS MATTOS,JOAQUIM DE MATTOS SALLES,1934-08-24,2014-04-22,3521705,SP,73688,Masculino,51,51,,
SÉRGIO BARROS,SÉRGIO SEBASTIÃO DE BARROS,1952-02-09,,3526704,SP,74442,Masculino,51,51,,
CLOVIS VOLPI,CLOVIS VOLPI,1948-02-20,,3542206,SP,73585,Masculino,51,51,,
PAULO KOBAYASHI,PAULO SEITI KOBAYASHI,1945-06-30,2005-04-26,3543303,SP,74791,Masculino,51,52,,
ANTONIO PALOCCI,ANTONIO PALOCCI FILHO,1960-10-04,,3543402,SP,74701,Masculino,51,53,,
JOÃO GRANDÃO,JOÃO BATISTA DOS SANTOS,1959-12-26,,3543808,SP,73454,Masculino,51,52,,
JORGE BITTAR,JORGE RICARDO BITTAR,1948-10-25,,3548500,SP,74686,Masculino,51,54,,
FLEURY,LUIZ ANTONIO FLEURY FILHO,1949-03-30,2022-11-15,3549805,SP,74700,Masculino,51,52,,
JOÃO DADO,JOÃO EDUARDO DADO LEITE DE CARVALHO,1954-12-16,,3549805,SP,73682,Masculino,51,54,,
MILTON MONTI,MILTON ANTONIO CASQUEL MONTI,1961-06-11,,3550100,SP,74787,Masculino,51,55,,
NELO RODOLFO,NELLO RODOLPHO GIONGO FILHO,1959-07-08,,3550308,SP,74789,Masculino,51,51,,
NEUTON LIMA,RUBENEUTON OLIVEIRA LIMA,1965-04-27,,3550308,SP,74790,Masculino,51,52,,
Alberto Mourão,ALBERTO PEREIRA MOURÃO,1954-04-26,,3550308,SP,74696,Masculino,51,57,,
MARCOS CINTRA,MARCOS CINTRA CAVALCANTI DE ALBUQUERQUE,1945-08-23,,3550308,SP,74785,Masculino,51,51,,
EMERSON KAPAZ,EMERSON KAPAZ,1955-03-05,,3550308,SP,74704,Masculino,51,51,,
GILBERTO KASSAB,GILBERTO KASSAB,1960-08-12,,3550308,SP,74778,Masculino,51,52,,
SAMPAIO DÓRIA,CARLOS EDUARDO SAMPAIO DÓRIA,1945-04-30,,3550308,SP,74796,Masculino,51,51,,
MOREIRA FERREIRA,CARLOS EDUARDO MOREIRA FERREIRA,1939-03-09,2022-05-01,3550308,SP,74788,Masculino,51,51,,
RUBENS FURLAN,RUBENS FURLAN,1952-12-12,,3552205,SP,74795,Masculino,51,51,,
IARA BERNARDI,IARA BERNARDI,1952-06-02,,3552205,SP,74780,Feminino,51,54,,
AGNALDO MUNIZ,AGNALDO MUNIZ,1970-08-31,2018-04-01,4102000,PR,74358,Masculino,51,53,,
LINO ROSSI,LAUDNIR LINO ROSSI,1957-10-08,2021-12-31,4102109,PR,74800,Masculino,51,52,,
AIRTON ROVEDA,AIRTON BERNARDO ROVEDA,1948-02-14,,4102901,PR,73457,Masculino,51,53,,
AIRTON CASCAVEL,AIRTON ANTONIO SOLIGO,1964-05-04,,4104501,PR,74340,Masculino,51,51,,
Gustavo Fruet,GUSTAVO BONATO FRUET,1963-04-18,,4106902,PR,73460,Masculino,51,56,,
RAFAEL GRECA,RAFAEL VALDOMIRO GRECA DE MACEDO,1956-03-17,,4106902,PR,73465,Masculino,51,51,,
ANTONIO CARLOS BISCAIA,ANTONIO CARLOS SILVA BISCAIA,1942-06-03,,4106902,PR,73492,Masculino,51,53,,
ALEX CANZIANI,ALEX CANZIANI SILVEIRA,1964-06-11,,4113700,PR,73458,Masculino,51,55,,
SÁ,ALMIR MORAIS SÁ,1953-09-30,,4118402,PR,74341,Masculino,51,53,,
SÉRGIO CARVALHO,SÉRGIO SIQUEIRA DE CARVALHO,1955-03-25,2003-05-03,4118402,PR,74360,Masculino,51,52,,
ÍRIS SIMÕES,ÍRIS XAVIER SIMÕES,1961-05-25,,4118501,PR,73461,Masculino,51,53,,
DR. ROSINHA,FLORISVALDO FIER,1950-11-12,,4122404,PR,73459,Masculino,51,54,,
MOACIR PIOVESAN,MOACIR PIOVESAN,1936-11-15,2024-03-28,4125506,PR,73601,Masculino,51,51,,
VICENTE CAROPRESO,VICENTE AUGUSTO CAROPRESO,1956-09-01,,4202404,SC,73476,Masculino,51,51,,
JUSTINIANO PEDROSO,JUSTINIANO FRANCISCO CONINCK DE ALMEIDA PEDROSO,1961-08-31,,4203600,SC,73916,Masculino,51,51,,
ARY VANAZZI,ARY JOSÉ VANAZZI,1958-10-22,,4204400,SC,73683,Masculino,51,52,,
ENI VOLTOLINI,ENI JOSÉ VOLTOLINI,1950-05-08,,4204509,SC,73470,Masculino,51,51,,
PEDRO BITTENCOURT,PEDRO BITTENCOURT NETO,1956-01-22,,4205407,SC,73491,Masculino,51,51,,
FERNANDO CORUJA,CARLOS FERNANDO CORUJA AGUSTINI,1954-12-04,,4209300,SC,73471,Masculino,51,53,,
RICARTE DE FREITAS,RICARTE DE FREITAS JUNIOR,1952-01-17,,4209300,SC,73490,Masculino,51,53,,
CARLITO MERSS,CARLITO MERSS,1955-09-16,,4213609,SC,73469,Masculino,51,53,,
RENATO SILVA,RENATO DA SILVA,1951-02-26,,4214805,SC,73591,Masculino,51,51,,
GERVÁSIO SILVA,GERVÁSIO JOSÉ DA SILVA,1955-05-24,2021-02-14,4216602,SC,73472,Masculino,51,53,,
LEODEGAR TISCOSKI,LEODEGAR DA CUNHA TISCOSKI,1948-10-02,,4217709,SC,73473,Masculino,51,52,,
VANESSA GRAZZIOTIN,VANESSA GRAZZIOTIN,1961-06-29,,4219309,SC,74357,Feminino,51,53,,
LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,1950-09-14,,4304200,RS,73483,Masculino,51,55,http://www.deputadoheinze.com.br,http://www.deputadoheinze.com.br
ANA CORSO,ANA MARIA CORSO,1958-10-15,,4305108,RS,73686,Feminino,51,51,,
Osmar Serraglio,OSMAR JOSÉ SERRAGLIO,1948-05-23,,4307005,RS,73463,Masculino,51,56,,
ROBERTO ARGENTA,ROBERTO ARGENTA,1952-08-26,,4309100,RS,73487,Masculino,51,51,,
ORLANDO DESCONSI,ORLANDO DESCONSI,1963-12-11,,4309605,RS,73684,Masculino,51,52,,
