nome,nome_civil,data_nascimento,data_falecimento,id_municipio_nascimento,sigla_uf_nascimento,id_deputado,sexo,id_inicial_legislatura,id_final_legislatura,url_site,url_rede_social
FAUSTO BRASIL,Fausto Lobo Brasil,1910-05-10,1992-01-15,4106902,PR,130962,Masculino,42,42,,
MOYSÉS LUPION,Moysés Lupion de Troya,1908-03-25,1991-08-29,4112009,PR,131073,Masculino,42,42,,
ALBINO ZENI,Albino Zeni,1917-06-13,2006-03-12,4119509,PR,131502,Masculino,42,45,,
EMÍLIO GOMES,Emílio Hoffmann Gomes,1925-07-19,2021-08-20,4119905,PR,131411,Masculino,42,44,,
BRAGA RAMOS,Mário Braga Ramos,1921-11-15,1993-07-29,4127007,PR,131767,Masculino,42,46,,
LUIZ BATTISTOTTI,Luiz Battistotti,1914-08-15,,4202909,SC,131054,Masculino,42,42,,
ANTÔNIO ALMEIDA,Antônio Gomes de Almeida,1919-08-24,1988-03-29,4203600,SC,131176,Masculino,42,43,,
ZACHARIAS SELEME,Zacharias Emiliano Seleme,1919-09-29,2005-08-20,4203808,SC,131493,Masculino,42,44,,
PAULO MACARINI,Paulo Macarini,1932-03-23,2006-02-09,4203907,SC,139332,Masculino,42,48,,
OSMAR DUTRA,Osmar Dutra,1918-02-20,2009-08-27,4205407,SC,131329,Masculino,42,43,,
OSNI RÉGIS,Osni de Medeiros Regis,1917-12-01,1991-01-25,4205407,SC,131330,Masculino,42,43,,
PEDRO ZIMMERMANN,Pedro Zimmermann,1919-05-07,1971-04-03,4205902,SC,131105,Masculino,42,42,,
ÁLVARO CATÃO,Álvaro Luiz Bocayuva Catão,1920-01-28,2000-07-03,4207304,SC,130900,Masculino,42,42,,
OCTÁVIO CESÁRIO,Octávio Cesário Pereira Júnior,1926-02-07,2003-11-23,4208203,SC,132042,Masculino,42,47,,
LAERTE VIEIRA,Laerte Ramos Vieira,1925-03-29,2017-11-12,4209300,SC,131582,Masculino,42,45,,
DIOMÍCIO FREITAS,Diomício Manoel de Freitas,1911-04-19,1981-05-29,4211702,SC,130946,Masculino,42,42,,
ORLANDO BÉRTOLI,Orlando Bértoli,1927-06-29,1997-12-29,4214805,SC,131324,Masculino,42,43,,
LYRIO BERTOLI,Lyrio Bertoli,1930-06-16,2018-03-05,4217808,SC,131306,Masculino,42,43,,
JOSÉ MANDELLI,José Mandelli Filho,1915-11-21,2004-06-25,4302105,RS,131571,Masculino,42,45,,
EUCLIDES TRICHES,Euclides Triches,1919-04-23,1994-02-11,4305108,RS,131225,Masculino,42,43,,
RUBEN ALVES,Ruben Bento Alves,1918-05-15,1974-08-22,4305108,RS,131118,Masculino,42,42,,
PEDRO ANSCHAU,Pedro Affonso Anschau,1925-11-17,2011-09-07,4305207,RS,131101,Masculino,42,42,,
ANTÔNIO BRESOLIN,Antônio Bresolin,1913-09-23,1993-04-22,4306106,RS,131645,Masculino,42,46,,
JAIRO BRUM,Jethro Jairo de Macêdo Brum,1921-02-05,1988-07-10,4309407,RS,131720,Masculino,42,46,,
MILTON CASSEL,Milton Albino Cassel,1931-10-02,2008-06-09,4312401,RS,131464,Masculino,42,44,,
LUCIANO MACHADO,Luciano Correa Machado,1913-06-03,2010-11-24,4313706,RS,131052,Masculino,42,42,,
CID FURTADO,Cid Furtado,1923-08-02,2015-09-28,4314407,RS,131674,Masculino,42,45,,
ARY ALCÂNTARA,Ary Rodrigues Alcântara,1920-10-28,2003-01-15,4314407,RS,131660,Masculino,42,46,,
PERACCHI BARCELLOS,Walter Peracchi Barcellos,1907-05-14,1986-08-13,4314902,RS,131135,Masculino,42,42,,
BRITTO VELHO,Carlos de Britto Velho,1912-09-04,1998-12-01,4314902,RS,131198,Masculino,42,43,,
FLÔRES SOARES,Alcides Flôres Soares Junior,1909-01-13,1999-01-28,4314902,RS,131156,Masculino,42,43,,
HERMES MACEDO,Hermes Farias Macedo,1914-03-07,1993-10-26,4315701,RS,131708,Masculino,42,46,,
MATHEUS SCHMIDT,Matheus José Schmidt Filho,1926-10-28,2010-03-27,4316808,RS,73903,Masculino,42,50,,
VALDIR MOZZAQUATRO,Valdir Aita Mozzaquatro,1926-07-17,,4316907,RS,131139,Masculino,42,42,,
MILTON DUTRA,Milton Garcia Dutra,1916-11-11,2008-03-22,4317400,RS,131072,Masculino,42,42,,
REISSOLY SANTOS,Reissoly José dos Santos,1911-11-06,,4320800,RS,131115,Masculino,42,42,,
LAURO LEITÃO,Lauro Franco Leitão,1919-11-14,2009-08-20,4320800,RS,131583,Masculino,42,45,,
ORTIZ BORGES,Ney Ortiz Borges,1924-06-25,2021-02-24,4320800,RS,131078,Masculino,42,42,,
ZAIRE NUNES,Zaire Nunes Pereira,1924-07-23,1986-08-23,4321204,RS,131385,Masculino,42,43,,
GARCIA FILHO,Antônio Garcia Filho,1926-08-21,1999-02-23,4322400,RS,130908,Masculino,42,42,,
JAMIL AMIDEN,Jamil Amiden,1922-03-31,1991-12-11,5003207,MS,131260,Masculino,42,43,,
EDISON GARCIA,Edison Britto Garcia,1928-11-14,1987-01-30,5102504,MT,131894,Masculino,42,47,,
HAROLDO DUARTE,Haroldo Silva Duarte,1934-05-11,2012-07-12,5201108,GO,130980,Masculino,42,42,,
LISANDRO PAIXÃO,Lisandro Vieira da Paixão,1925-07-18,2007-09-24,5201306,GO,131046,Masculino,42,42,,
CELESTINO FILHO,Pedro Celestino da Silva Filho,1915-10-27,1996-08-08,5205901,GO,131340,Masculino,42,43,,
JOSÉ CRUCIANO,José Cruciano de Araújo,1929-01-31,2001-03-14,5208905,GO,131017,Masculino,42,42,,
ODORICO SANTANA,Odorico Leite Santana,1920-05-12,,5208905,GO,131084,Masculino,42,42,,
LUDOVICO DE ALMEIDA,José Ludovico de Almeida,1906-02-06,1989-08-25,5210406,GO,131028,Masculino,42,42,,
GERALDO DE PINA,Geraldo D'Abadia de Pina,1925-05-08,1988-07-23,5217302,GO,1579,Masculino,42,43,,
ROMANO MASSIGNAN,Romano Massignan,1911-07-30,1997-10-13,,RS,131362,Masculino,43,43,,
ANTONIO CAVALCANTI NEVES,Antônio Cavalcanti Neves,1926-12-07,,,PE,131172,Masculino,43,43,,
WEIMAR TORRES,Weimar Gonçalves Torres,1922-12-06,1969-09-14,,MS,131380,Masculino,43,43,,
JOAQUIM CORDEIRO,Joaquim Baptista d'Abreu Cordeiro,1910-12-08,,,GO,131268,Masculino,43,43,,
GONZAGA DA GAMA,Luiz Gonzaga Prado Ferreira da Gama,1930-05-10,1970-06-24,,GB,131300,Masculino,43,43,,
GASTÃO MÜLLER,Gastão de Mattos Müller,1924-05-04,1996-05-07,,MT,131544,Masculino,43,45,,
HAROLDO VELLOSO,Haroldo Coimbra Velloso,1920-07-04,1969-10-22,,GB,131247,Masculino,43,43,,
JOAQUIM PARENTE,Joaquim Santos Parente,1912-03-03,1974-12-15,,PI,131270,Masculino,43,43,,
SINVAL BOAVENTURA,Sinval Boaventura,1923-07-12,2014-05-27,,MG,131618,Masculino,43,45,,
MARIO DE ABREU,Mário Monteiro de Abreu Pinto,1914-01-30,1997-08-27,,DF,131311,Masculino,43,43,,
MARCÍLIO LIMA,Marcílio de Oliveira Lima,1915-05-15,,,MT,131459,Masculino,43,44,,
BENEDITO NETO,Nelson Benedito Neto,1925-05-25,,,MT,131320,Masculino,43,43,,
JAIME CÂMARA,Jaime Câmara,1909-07-16,1989-10-29,,RN,131941,Masculino,43,47,,
JOÃO LYRA,João Lyra Filho,1913-03-12,1999-11-16,,PE,131264,Masculino,43,43,,
PEREIRA PINTO,Antonio Carlos Pereira Pinto,1927-08-30,,,RJ,131171,Masculino,43,43,,
NAZIR MIGUEL,Nazir Miguel,1922-10-19,1980-03-13,,MG,131319,Masculino,43,43,,
EDYL FERRAZ,Edyl Pereira Ferraz,1925-07-04,2008-10-08,,MT,131407,Masculino,43,44,,
ROCKFELLER FELISBERTO DE LIMA,Rockefeller Felisberto de Lima,1932-03-20,2022-11-21,,RJ,131360,Masculino,43,43,,
MÁRIO GURGEL,Mário Gurgel,1922-06-12,1996-01-04,1100205,RO,1543,Masculino,43,43,,
JOAQUIM MACÊDO,Joaquim Falcão Macêdo,1927-02-05,2006-09-28,1200401,AC,131435,Masculino,43,44,,
NOSSER ALMEIDA,Nosser Almeida Tóbu,1930-04-05,2011-03-22,1200500,AC,132142,Masculino,43,48,,
RAIMUNDO PARENTE,Raimundo Gomes de Araújo Parente,1930-11-04,1991-05-04,1302603,AM,131613,Masculino,43,45,,
JOEL FERREIRA,Joel Ferreira da Silva,1925-06-03,2015-02-18,1302603,AM,131732,Masculino,43,46,,
BERNARDO CABRAL,José Bernardo Cabral,1932-03-27,,1302603,AM,139159,Masculino,43,48,,
JOSÉ LINDOSO,José Bernardino Lindoso,1920-08-21,1993-01-25,1302702,AM,131274,Masculino,43,43,,
CARVALHO LEAL,Deoclydes de Carvalho Leal,1905-02-21,1982-02-05,1304302,AM,132148,Masculino,43,43,,
ATLAS CATANHEDE,Atlas Brasil Cantanhede,1919-05-13,1973-02-01,1400100,RR,131191,Masculino,43,43,,
MONTENEGRO DUARTE,Camillo Silva Montenegro Duarte,1932-05-13,,1501402,PA,131197,Masculino,43,43,,
JORGE LAVOCAT,Jorge Felix Lavocat,1905-06-18,1981-12-15,1501402,PA,131272,Masculino,43,43,,
FLEXA RIBEIRO,Carlos Octávio Flexa Ribeiro,1914-08-11,1991-08-06,1501402,PA,131517,Masculino,43,45,,
MARTINS JUNIOR,Antônio Pedro Martins Júnior,1897-06-10,1974-01-21,1501402,PA,131181,Masculino,43,43,,
EMANUEL PINTO,Emanuel Pontes Pinto,1924-05-10,2020-09-20,1501402,PA,3146,Masculino,43,43,,
JUVÊNCIO DIAS,Juvêncio Antônio Vergolino Dias,1929-10-16,,1501402,PA,131581,Masculino,43,45,,
FREITAS DINIZ,Domingos de Freitas Diniz Neto,1933-03-20,2021-03-22,2100907,MA,131680,Masculino,43,46,,
ALÍPIO DE CARVALHO,Alípio Ayres de Carvalho,1916-10-26,2008-05-30,2102804,MA,131641,Masculino,43,46,,
ALDENIR SILVA,Aldenir José da Silva,1934-12-28,,2103000,MA,3143,Masculino,43,43,,
EMÍLIO MURAD,Emílio Biló Murad,1926-03-02,2009-11-17,2103307,MA,131220,Masculino,43,43,,
NUNES FREIRE,Osvaldo da Costa Nunes Freire,1911-12-06,1986-06-08,2104800,MA,131470,Masculino,43,44,,
RAIMUNDO BOGEÁ,Raimundo Rodrigues Bogeá,1918-10-24,,2104800,MA,131352,Masculino,43,43,,
TEMISTOCLES TEIXEIRA,Temístocles Carneiro Teixeira,1932-06-03,2012-01-26,2108009,MA,131808,Masculino,43,46,,
JOSÉ MARÃO FILHO,José Ribamar Marão Filho,1940-03-10,,2111300,MA,131751,Masculino,43,46,,
VIEIRA DA SILVA,Raimundo Lisboa Vieira da Silva,1922-02-11,2007-07-30,2111300,MA,139377,Masculino,43,48,,
IVALDO PERDIGAO,Ivaldo Perdigão Freire,1917-05-19,1976-09-03,2111300,MA,131257,Masculino,43,43,,
PAULO FERRAZ,Paulo da Silva Ferraz,1919-04-07,1981-11-07,2211001,PI,131785,Masculino,43,46,,
FAUSTO GAYOSO,Fausto Gayoso Castelo Branco,1925-03-05,,2211001,PI,131229,Masculino,43,43,,
ERNESTO VALENTE,Ernesto Gurgel Valente,1913-04-12,2002-01-20,2301109,CE,131529,Masculino,43,45,,
MANOEL RODRIGUES,Manoel Rodrigues dos Santos,1925-10-15,1975-11-17,2303105,CE,131589,Masculino,43,45,,
BEZERRA DE MELO,Manoel Bezerra de Melo,1926-01-05,2020-06-09,2304103,CE,139161,Masculino,43,48,,
HÉLIO GUEIROS,Hélio Mota Gueiros,1925-12-12,2011-04-15,2304400,CE,131251,Masculino,43,43,,
DELMIRO D'OLIVEIRA,Francisco Delmiro d'Oliveira,1894-09-06,1981-04-04,2304707,CE,131233,Masculino,43,43,,
PIRES SABÓIA,José Pires Sabóia Filho,1916-04-16,2000-08-19,2305605,CE,131445,Masculino,43,44,,
LURTZ SABIÁ,José Lurtz Sabiá,1929-05-22,,2307304,CE,131281,Masculino,43,43,,
HUMBERTO BEZERRA,Francisco Humberto Bezerra,1926-07-03,2020-03-28,2307304,CE,131537,Masculino,43,45,,
VICENTE AUGUSTO,Vicente Férrer Augusto Lima,1915-07-19,2004-01-16,2307502,CE,131375,Masculino,43,43,,
PARENTE FROTA,José Parente Frota,1913-06-24,1993-06-14,2312908,CE,131748,Masculino,43,46,,
JOSIAS GOMES,Josias Ferreira Gomes,1916-02-08,1988-08-04,2312908,CE,131578,Masculino,43,45,,
RÉGIS BARROSO,Francisco Régis Monte Barroso,1941-08-04,,2312908,CE,131234,Masculino,43,43,,
PADRE VIEIRA,Antônio Batista Vieira,1919-06-14,2003-04-19,2314003,CE,131333,Masculino,43,43,,
FIGUEIREDO CORREIA,Joaquim de Figueiredo Correia,1920-11-04,1981-06-16,2314003,CE,131730,Masculino,43,46,,
AGENOR MARIA,Agenor Nunes de Maria,1924-08-16,1997-06-14,2403806,RN,131832,Masculino,43,47,,
ERIVAN FRANÇA,Erivan Santiago França,1925-12-12,1988-05-30,2408102,RN,131222,Masculino,43,43,,
PEDRO GONDIM,Pedro Moreno Gondim,1914-05-01,2005-07-27,2500403,PB,131344,Masculino,43,43,,
PETRÔNIO FIGUEIREDO,Petrônio Ramos Figueiredo,1929-06-07,1975-09-13,2504009,PB,131612,Masculino,43,45,,
ALVARO MOTA,Alvaro Coutinho da Mota,1934-09-22,2020-10-14,2504009,PB,131164,Masculino,43,43,,
WILSON BRAGA,WILSON LEITE BRAGA,1931-07-18,2020-05-17,2504405,PB,74414,Masculino,43,53,,
THALES RAMALHO,Thales Bezerra de Albuquerque Ramalho,1923-07-07,2004-08-15,2507507,PB,132090,Masculino,43,47,,
MARIA LÚCIA,Maria Lúcia Mello de Araújo,1935-04-17,,2507507,PB,139298,Feminino,43,48,,
RENATO RIBEIRO,Renato Ribeiro Coutinho,1913-05-23,1982-06-17,2515302,PB,131358,Masculino,43,43,,
MONSENHOR VIEIRA,Monsenhor Manuel Vieira,1907-02-27,1994-10-05,2516904,PB,131318,Masculino,43,43,,
DJALMA FALCÃO,Djalma Marinho Muniz Falcão,1933-12-31,2017-03-24,2601102,PE,132127,Masculino,43,47,,
MAURÍLIO FERREIRA LIMA,MAURÍLIO FIGUEIRA DE FERREIRA LIMA,1940-03-29,2017-05-03,2608909,PE,65904,Masculino,43,51,,
CARLOS ALBERTO OLIVEIRA,Carlos Alberto Gomes de Oliveira,1941-09-25,2011-08-29,2608909,PE,131516,Masculino,43,45,,
CID SAMPAIO,Cid Feijó Sampaio,1910-12-07,2010-09-30,2611606,PE,131202,Masculino,43,43,,
PAULO MACIEL,Paulo Frederico do Rêgo Maciel,1924-04-15,2008-06-20,2611606,PE,131336,Masculino,43,43,,
JOSIAS LEITE,Josias Ferreira Leite,1929-11-17,2003-04-30,2613602,PE,131995,Masculino,43,47,,
CLETO MARQUES,Cleto Marques Luz,1924-04-26,1979-02-07,2704302,AL,131205,Masculino,43,43,,
HILDEBRANDO GUIMARÃES,Hildebrando Almeida Guimarães,1928-11-09,1990-02-22,2704302,AL,131422,Masculino,43,44,,
VINICIUS CANSANÇÃO,Vinícius Cansanção Filho,1935-08-22,2025-03-07,2706901,AL,139380,Masculino,43,48,,
RAYMUNDO DINIZ,Raymundo Menezes Diniz,1928-03-07,2013-03-22,2800308,SE,131794,Masculino,43,46,,
ERALDO LEMOS,Eraldo Machado de Lemos,1922-05-06,2010-08-05,2800704,SE,131412,Masculino,43,44,,
AUGUSTO FRANCO,Augusto do Prado Franco,1912-09-04,2003-12-15,2803609,SE,131864,Masculino,43,47,,
GARCIA NETO,José Garcia Neto,1922-06-01,2009-11-20,2806107,SE,131443,Masculino,43,44,,
CLODOALDO COSTA,Clodoaldo de Oliveira Costa,1913-10-14,1986-02-09,2908200,BA,131206,Masculino,43,43,,
FERNANDO MAGALHÃES,Fernando Wilson Araújo Magalhães,1924-09-23,,2908309,BA,131913,Masculino,43,47,,
ODULFO DOMINGUES,Odulfo Vieira Domingues,1917-06-20,1997-07-28,2917409,BA,1559,Masculino,43,46,,
OSVALDO COELHO,OSVALDO DE SOUZA COELHO,1931-08-24,2015-11-01,2918407,BA,74430,Masculino,43,54,,
JOÃO BORGES,João Borges de Figueiredo,1911-06-07,1989-10-31,2919801,BA,131431,Masculino,43,44,,
ALMIR TURISCO,Almir Turisco de Araújo,1916-07-19,2018-07-26,2919801,BA,131160,Masculino,43,43,,
LUIZ VIANA NETO,Luiz Viana Neto,1933-11-07,2022-05-14,2927408,BA,133967,Masculino,43,49,,
NEY FERREIRA,Francisco Ney Ferreira,1929-07-23,2011-12-22,2927408,BA,131919,Masculino,43,47,,
LUIZ BRAGA,Luiz Carlos Leal Braga,1924-03-25,2017-11-18,2927408,BA,131453,Masculino,43,44,,
LUIZ ATHAYDE,Luiz Paulo Athayde,1920-01-26,,2927408,BA,131302,Masculino,43,43,,
JOSÉ PENEDO,José Penedo Cavalcanti de Albuquerque,1931-09-05,2010-02-27,2931905,BA,133782,Masculino,43,49,,
HUGO AGUIAR,Hugo Aguiar,1928-03-01,2003-07-20,3103504,MG,131423,Masculino,43,44,,
RAPHAEL MAGALHÃES,Raphael Hermeto de Almeida Magalhães,1930-12-14,2011-01-29,3106200,MG,131349,Masculino,43,43,,
EDGARD PEREIRA,Edgar Martins Pereira,1912-10-31,1973-04-11,3108602,MG,131406,Masculino,43,44,,
NUNES LEAL,Paulo Nunes Leal,1916-07-01,2003-04-27,3113305,MG,131611,Masculino,43,45,,
MATA MACHADO,Edgard de Godói da Mata Machado,1913-05-14,1993-09-09,3121605,MG,131215,Masculino,43,43,,
BATISTA MIRANDA,João Batista Miranda,1920-04-09,1983-12-11,3137700,MG,131721,Masculino,43,46,,
ROZENDO DE SOUZA,Rozendo de Souza,1917-08-03,1999-02-26,3138203,MG,131480,Masculino,43,44,,
MURILO BADARÓ,Murilo Paulino Badaró,1931-09-13,2010-06-14,3141801,MG,131598,Masculino,43,45,,
JUSTINO PEREIRA,José Justino Filgueiras Alves Pereira,1923-09-09,2012-11-17,3142205,MG,131280,Masculino,43,43,,
NYSIA CARONE,Nysia Coimbra Flôres Carone,1928-10-16,2009-03-04,3143906,MG,1681,Feminino,43,43,,
GILBERTO ALMEIDA,Gilberto Antunes de Almeida,1916-04-17,1992-01-24,3148707,MG,131417,Masculino,43,44,,
HÉLIO GARCIA,Hélio Carvalho Garcia,1931-03-16,2016-06-06,3159902,MG,131705,Masculino,43,46,,
JOSÉ MARIA MAGALHÃES,José Maria Magalhães,1922-10-07,2007-09-26,3167103,MG,131988,Masculino,43,47,,
AURELIANO CHAVES,Antônio Aureliano Chaves de Mendonça,1929-01-13,2003-04-30,3169406,MG,131396,Masculino,43,44,,
ÉLCIO ÁLVARES,Élcio Álvares,1932-09-28,2016-12-09,3169901,MG,131408,Masculino,43,44,,
HENIO ROMAGNOLLI,Henio Romagnolli,1928-07-04,1982-03-12,3170701,MG,131252,Masculino,43,43,,
LUIZ DE PAULA,Luiz de Paula Ferreira,1917-06-27,2017-11-23,3170800,MG,131301,Masculino,43,43,,
COSTA VAL,Ruy da Costa Val,1924-09-06,1991-08-22,3171303,MG,131365,Masculino,43,43,,
REYNALDO SANT'ANNA,Reynaldo Gomes Sant'Anna,1926-11-30,1999-10-07,3171303,MG,131478,Masculino,43,44,,
ZULMAR BAPTISTA,Zulmar Batista de Almeida,1916-08-09,1996-07-21,3201100,ES,3148,Masculino,43,43,,
FEU ROSA,Antônio José Miguel Feu Rosa,1934-02-25,2007-11-10,3205309,ES,131651,Masculino,43,46,,
JOSÉ SALLY,José Sally,1913-04-03,1976-05-08,3302106,RJ,131575,Masculino,43,45,,
LUIZ BRAZ,Luiz de Araújo Braz,1921-03-20,2003-10-29,3302106,RJ,131759,Masculino,43,46,,
HERMANO ALVES,Hermano de Deus Nobre Alves,1927-12-13,2010-07-01,3303302,RJ,131255,Masculino,43,43,,
SADI BOGADO,Sadi Coube Bogado,1928-01-15,2012-12-13,3303401,RJ,131367,Masculino,43,43,,
CARLOS QUINTELLA,Carlos de Freitas Quintella,1917-03-30,,3304557,RJ,131199,Masculino,43,43,,
RUBEM MEDINA,RUBEM MEDINA,1942-09-01,,3304557,RJ,73422,Masculino,43,51,,
ALTAIR LIMA,Altair de Oliveira Lima,1914-04-29,,3304557,RJ,131163,Masculino,43,43,,
MÁRCIO MOREIRA ALVES,Márcio Emmanuel Moreira Alves,1936-07-14,2009-04-03,3304557,RJ,131308,Masculino,43,43,,
JÚLIA STEINBRUCH,Júlia Vaena Steinbruch,1933-05-28,,3304557,RJ,1688,Feminino,43,43,,
DAYL DE ALMEIDA,Dayl do Carmo Guimarães de Almeida,1918-07-16,1990-01-29,3304557,RJ,131522,Masculino,43,45,,
CHAVES AMARANTE,José Adolpho Chaves de Amarante,1915-05-09,1993-06-11,3304557,RJ,131436,Masculino,43,44,,
PAULO BIAR,Paulo Norair Biar de Souza,1926-05-20,1968-11-22,3304557,RJ,131338,Masculino,43,43,,
VEIGA BRITO,Luiz Roberto Veiga de Brito,1927-07-11,1987-09-05,3304557,RJ,131304,Masculino,43,43,,
ERASMO MARTINS PEDRO,Erasmo Martins Pedro,1921-12-02,2003-05-19,3304557,RJ,131689,Masculino,43,46,,
LEON PERES,Haroldo Leon Peres,1927-05-02,1992-09-16,3304557,RJ,131248,Masculino,43,43,,
EDGARD DE ALMEIDA,Edgard Guimarães de Almeida,1910-08-18,1986-07-31,3304706,RJ,131216,Masculino,43,43,,
CARDOSO ALVES,Roberto Cardoso Alves,1927-04-24,1996-01-27,3502507,SP,133910,Masculino,43,49,,
ADALBERTO CAMARGO,Adalberto Camargo,1923-12-07,2008-08-16,3503208,SP,131630,Masculino,43,46,,
ISRAEL DIAS NOVAES,Israel Dias Novaes,1920-04-30,2009-06-06,3504503,SP,131939,Masculino,43,47,,
BRAZ NOGUEIRA,Braz de Assis Nogueira,1928-03-29,2018-06-02,3507506,SP,131403,Masculino,43,44,,
BALDACCI FILHO,Raphael Baldacci Filho,1928-10-14,2018-12-30,3508504,SP,131793,Masculino,43,46,,
CHICO AMARAL,Francisco Chico Amaral,1923-01-29,2016-01-28,3509502,SP,133991,Masculino,43,49,,
JOSÉ COLAGROSSI,José Colagrossi Filho,1926-09-04,1998-08-22,3522901,SP,131973,Masculino,43,47,,
SANTILLI SOBRINHO,José Santilli Sobrinho,1922-10-05,2006-04-18,3529807,SP,131752,Masculino,43,46,,
RAUL BRUNINI,Raul Brunini Filho,1919-02-18,2009-06-13,3543907,SP,131355,Masculino,43,43,,
GASTONE RIGHI,Gastone Righi Cuoghi,1936-01-06,2019-04-17,3548500,SP,133964,Masculino,43,49,,
ANACLETO CAMPANELLA,Anacleto Campanella,1924-07-14,1974-03-19,3548807,SP,131165,Masculino,43,43,,
HÉLIO NAVARRO,Hélio Henrique Pereira Navarro,1940-12-05,2002-09-23,3549706,SP,131250,Masculino,43,43,,
ADHEMAR DE BARROS FILHO,ADHEMAR DE BARROS FILHO,1929-06-18,2014-02-09,3550308,SP,73426,Masculino,43,50,,
PEDROSO HORTA,Oscar Pedroso Horta,1908-03-07,1975-11-16,3550308,SP,131468,Masculino,43,44,,
LEONARDO MÔNACO,Leonardo Mônaco,1928-04-28,1994-06-30,3550308,SP,131295,Masculino,43,43,,
EDMUNDO MONTEIRO,Edmundo Monteiro,1917-06-11,1996-09-07,3550308,SP,131218,Masculino,43,43,,
MARCOS KERTZMANN,Marcos Kertzmann,1926-07-28,,3550308,SP,131309,Masculino,43,43,,
DORIVAL DE ABREU,Dorival Masci de Abreu,1933-07-26,,3550308,SP,131211,Masculino,43,43,,
DAVID LERER,David José Lerer,1937-10-29,,3550308,SP,131209,Masculino,43,43,,
CARDOSO DE ALMEIDA,Sérgio Cardoso de Almeida,1924-04-07,1993-07-12,3550308,SP,131804,Masculino,43,46,,
RUY D'ALMEIDA BARBOSA,Ruy de Almeida Barbosa,1909-12-31,1993-11-04,3550902,SP,131482,Masculino,43,44,,
EMERENCIANO DE BARROS,Emerenciano Prestes de Barros,1909-06-30,1975-06-20,3552205,SP,131219,Masculino,43,43,,
JOÃO PAULINO,João Paulino Vieira Filho,1921-09-22,2001-11-20,4101200,PR,131267,Masculino,43,43,,
ANTONIO UENO,Iosio Antonio Ueno,1923-08-03,2011-09-30,4103602,PR,73766,Masculino,43,50,,
ALBERTO COSTA,Alberto Franco Ferreira da Costa,1917-12-19,1990-11-08,4106902,PR,131389,Masculino,43,44,,
AGOSTINHO RODRIGUES,Agostinho José Rodrigues,1915-03-21,1987-07-02,4106902,PR,131499,Masculino,43,45,,
JOSÉ CARLOS LEPREVOST,José Carlos Leprevost,1940-11-19,,4106902,PR,131439,Masculino,43,44,,
CID ROCHA,Cid Rocha,1911-01-31,1980-01-07,4108304,PR,131203,Masculino,43,43,,
LÉO NEVES,Léo de Almeida Neves,1932-03-22,2020-11-02,4119905,PR,132001,Masculino,43,47,,
VILELA DE MAGALHÃES,Hamilton Vilela de Magalhães,1935-02-07,2017-06-09,4124103,PR,131702,Masculino,43,46,,
LÍGIA DOUTEL DE ANDRADE,Lígia Doutel de Andrade,1934-09-28,,4205407,SC,1695,Feminino,43,43,,
GENESIO MIRANDA LINS,Genésio Miranda Lins,1903-08-26,1977-01-07,4208203,SC,131237,Masculino,43,43,,
DOIN VIEIRA,Eugênio Doin Vieira,1926-11-09,2009-08-07,4216206,SC,131226,Masculino,43,43,,
ADHEMAR GHISI,Adhemar Paladini Ghisi,1930-12-24,2008-07-02,4218707,SC,131828,Masculino,43,47,,
ALDO FAGUNDES,Aldo da Silva Fagundes,1931-05-27,2020-12-06,4300406,RS,131639,Masculino,43,46,,
PAULO BROSSARD,Paulo Brossard de Sousa Pinto,1924-10-23,2015-04-12,4301602,RS,131334,Masculino,43,43,,
MOACYR SILVESTRI,Moacyr Júlio Silvestri,1926-07-11,1982-11-02,4304705,RS,131317,Masculino,43,43,,
HENRIQUE HENKIN,Henrique Henkin,1917-01-13,1968-12-30,4307005,RS,131253,Masculino,43,43,,
ARLINDO KUNZLER,José Arlindo Kunzler,1925-06-13,2011-06-06,4312401,RS,131563,Masculino,43,45,,
CLÓVIS STENZEL,Clóvis Stenzel,1923-10-07,2014-07-09,4313508,RS,131495,Masculino,43,44,,
AMARAL DE SOUZA,José Augusto Amaral de Souza,1929-08-21,2012-06-13,4313706,RS,131437,Masculino,43,44,,
VASCO AMARO,Vasco Amaro da Silveira Filho,1911-09-09,2004-03-15,4314407,RS,131623,Masculino,43,45,,
CARUSO DA ROCHA,Otávio Francisco Caruso da Rocha,1934-05-06,1988-10-26,4314902,RS,131331,Masculino,43,43,,
MARIANO BECK,José Mariano de Freitas Beck,1922-02-24,1987-12-22,4316907,RS,131283,Masculino,43,43,,
AMAURY KRUEL,Amaury Kruel,1901-04-11,1996-08-23,4316907,RS,3144,Masculino,43,43,,
NADYR ROSSETTI,Nadyr Rosseti,1937-07-17,1997-10-16,4318200,RS,132031,Masculino,43,47,,
ARNALDO PRIETO,Arnaldo da Costa Prieto,1930-02-13,2012-07-03,4318200,RS,139155,Masculino,43,48,,
ARY RODRIGUES,Ary Rodrigues,1922-08-04,,4322509,RS,3145,Masculino,43,43,,
FELICIANO DE FIGUEIREDO,José Feliciano de Figueiredo,1916-10-29,1988-06-01,5103403,MT,131278,Masculino,43,43,,
ANAPOLINO DE FARIA,Anapolino Silvério de Faria,1927-10-14,2008-12-16,5201108,GO,131394,Masculino,43,44,,
ARY VALADÃO,Ary Ribeiro Valadão,1921-11-14,2021-08-09,5201306,GO,74113,Masculino,43,50,,
